"fileid"	"votetitle"	"fulltitle"	"policyarea"	"docref"	"dossiercommittee"	"epref"	"legalbasis"	"reporterinfo"	"reporterid"	"date"	"votescount"	"for"	"against"	"abstain"	
"4575"	"A7-0121/2013 - Ivo Belet - Résolution législative"	""	"Industry, Research and Energy"	""	""	"A7-0121/2013"	""	"&key=0"	""	"2013-05-21"	"688"	"572"	"103"	"13"	
"4635"	"A7-0124/2013 - Paweł Zalewski - Am 46"	""	"International Trade"	""	""	"A7-0124/2013"	""	"&key=0"	""	"2013-05-23"	"601"	"240"	"298"	"63"	
"4022"	"A7-0221/2012 - Leonardo Domenici - Am 50"	""	"Economic and Monetary Affairs"	""	""	"A7-0221/2012"	""	"&key=0"	""	"2013-01-16"	"684"	"46"	"633"	"5"	
"4253"	"B7-0079/2013 - Am 145"	""	""	""	""	"B7-0079/2013"	""	"&key=0"	""	"2013-03-13"	"672"	"118"	"542"	"12"	
"5792"	"B7-0494/2013 - Am 14"	""	""	""	""	"B7-0494/2013"	""	"&key=0"	""	"2013-11-21"	"590"	"85"	"502"	"3"	
"4297"	"B7-0080/2013 - Am 492"	""	""	""	""	"B7-0080/2013"	""	"&key=0"	""	"2013-03-13"	"680"	"58"	"605"	"17"	
"4803"	"A7-0203/2013 - Laima Liucija Andrikienė - § 1 point f/2"	""	"Foreign Affairs"	""	""	"A7-0203/2013"	""	"&key=0"	""	"2013-06-13"	"612"	"318"	"279"	"15"	
"5664"	"A7-0211/2013 - Vladimír Remek - Résolution législative"	""	"Industry, Research and Energy"	""	""	"A7-0211/2013"	""	"&key=0"	""	"2013-11-19"	"679"	"524"	"91"	"64"	
"4473"	"A7-0123/2013 - David Martin - Am 1"	""	"International Trade"	""	""	"A7-0123/2013"	""	"&key=0"	""	"2013-04-16"	"715"	"681"	"10"	"24"	
"4290"	"B7-0080/2013 - Am 245"	""	""	""	""	"B7-0080/2013"	""	"&key=0"	""	"2013-03-13"	"652"	"591"	"40"	"21"	
"5121"	"A7-0279/2013 - Corinne Lepage - Am 112"	""	"Environment, Public Health and Food Safety"	""	""	"A7-0279/2013"	""	"&key=0"	""	"2013-09-11"	"705"	"294"	"398"	"13"	
"4135"	"A7-0014/2013 - David Casa - Vote unique"	""	"Economic and Monetary Affairs"	""	""	"A7-0014/2013"	""	"&key=0"	""	"2013-02-07"	"566"	"552"	"9"	"5"	
"4620"	"A7-0282/2012 - Andrew Duff - Vote unique"	""	"Constitutional Affairs"	""	""	"A7-0282/2012"	""	"&key=0"	""	"2013-05-22"	"679"	"631"	"25"	"23"	
"4541"	"A7-0099/2013 - Ryszard Czarnecki - Am 2"	""	"Budgetary Control"	""	""	"A7-0099/2013"	""	"&key=0"	""	"2013-04-17"	"673"	"276"	"392"	"5"	
"5948"	"B7-0546/2013 - Résolution"	""	""	""	""	"B7-0546/2013"	""	"&key=0"	""	"2013-12-12"	"623"	"182"	"409"	"32"	
"4158"	"A7-0032/2013 - Elisa Ferreira - Am 8"	""	"Economic and Monetary Affairs"	""	""	"A7-0032/2013"	""	"&key=0"	""	"2013-02-07"	"598"	"263"	"329"	"6"	
"5261"	"A7-0276/2013 - Linda McAvan - Am 158/2"	""	"Environment, Public Health and Food Safety"	""	""	"A7-0276/2013"	""	"&key=0"	""	"2013-10-08"	"677"	"81"	"580"	"16"	
"5874"	"A7-0349/2013 - Lívia Járóka - § 29"	""	"Women’s Rights and Gender Equality"	""	""	"A7-0349/2013"	""	"&key=0"	""	"2013-12-10"	"672"	"542"	"120"	"10"	
"5956"	"RC-B7-0557/2013 - Am 6"	""	""	""	""	"RC-B7-0557/2013"	""	"&key=0"	""	"2013-12-12"	"609"	"101"	"496"	"12"	
"5713"	"A7-0340/2013 - Evelyn Regner et Rodi Kratsa-Tsagaropoulou - Am 88 S"	""	"Legal Affairs"	""	""	"A7-0340/2013"	""	"&key=0"	""	"2013-11-20"	"676"	"112"	"539"	"25"	
"5150"	"A7-0275/2013 - Joanna Katarzyna Skrzydlewska - § 42/2"	""	"Employment and Social Affairs"	""	""	"A7-0275/2013"	""	"&key=0"	""	"2013-09-11"	"656"	"579"	"62"	"15"	
"4344"	"B7-0080/2013 - Am 49/1"	""	""	""	""	"B7-0080/2013"	""	"&key=0"	""	"2013-03-13"	"632"	"513"	"108"	"11"	
"5529"	"A7-0282/2013 - Alain Cadec - Am 623"	""	"Fisheries"	""	""	"A7-0282/2013"	""	"&key=0"	""	"2013-10-23"	"665"	"451"	"209"	"5"	
"5801"	"A7-0360/2013 - Maria Eleni Koppa - § 22/1"	""	"Foreign Affairs"	""	""	"A7-0360/2013"	""	"&key=0"	""	"2013-11-21"	"600"	"528"	"63"	"9"	
"5746"	"A7-0361/2013 - Luis Manuel Capoulas Santos - Résolution législative"	""	"Agriculture and Rural Development"	""	""	"A7-0361/2013"	""	"&key=0"	""	"2013-11-20"	"688"	"576"	"101"	"11"	
"4967"	"RC-B7-0258/2013 – § 10"	""	""	""	""	"RC-B7-0258/2013"	""	"&key=0"	""	"2013-07-04"	"643"	"328"	"308"	"7"	
"4586"	"A7-0137/2013 - Ria Oomen-Ruijten - § 5/3"	""	"Employment and Social Affairs"	""	""	"A7-0137/2013"	""	"&key=0"	""	"2013-05-21"	"691"	"401"	"124"	"166"	
"5747"	"A7-0366/2013 - Michel Dantin - Am 1"	""	"Agriculture and Rural Development"	""	""	"A7-0366/2013"	""	"&key=0"	""	"2013-11-20"	"686"	"424"	"251"	"11"	
"5751"	"A7-0326/2013 - Albert Deß - Résolution législative"	""	"Agriculture and Rural Development"	""	""	"A7-0326/2013"	""	"&key=0"	""	"2013-11-20"	"687"	"592"	"81"	"14"	
"4987"	"B7-0314/2013 – Amendment 11"	""	""	""	""	"B7-0314/2013"	""	"&key=0"	""	"2013-07-04"	"648"	"34"	"542"	"72"	
"4707"	"A7-0155/2013 - Karima Delli - § 13/1"	""	"Employment and Social Affairs"	""	""	"A7-0155/2013"	""	"&key=0"	""	"2013-06-11"	"650"	"324"	"310"	"16"	
"5928"	"A7-0357/2013 - Ramon Tremosa i Balcells - Am 1"	""	"Economic and Monetary Affairs"	""	""	"A7-0357/2013"	""	"&key=0"	""	"2013-12-11"	"682"	"588"	"88"	"6"	
"4549"	"A7-0112/2013 - Monika Hohlmeier - Am 7/1"	""	"Budgets"	""	""	"A7-0112/2013"	""	"&key=0"	""	"2013-04-17"	"661"	"105"	"542"	"14"	
"5440"	"A7-0328/2013 - Monika Hohlmeier et Anne E. Jensen - Am 32"	""	"Budgets"	""	""	"A7-0328/2013"	""	"&key=0"	""	"2013-10-23"	"685"	"80"	"599"	"6"	
"5844"	"B7-0496/2013 - Am 11"	""	""	""	""	"B7-0496/2013"	""	"&key=0"	""	"2013-11-21"	"557"	"217"	"317"	"23"	
"5871"	"A7-0349/2013 - Lívia Járóka - § 13"	""	"Women’s Rights and Gender Equality"	""	""	"A7-0349/2013"	""	"&key=0"	""	"2013-12-10"	"659"	"557"	"92"	"10"	
"5718"	"A7-0340/2013 - Evelyn Regner et Rodi Kratsa-Tsagaropoulou - Am 71 S"	""	"Legal Affairs"	""	""	"A7-0340/2013"	""	"&key=0"	""	"2013-11-20"	"688"	"136"	"525"	"27"	
"4965"	"RC-B7-0258/2013 – § 8"	""	""	""	""	"RC-B7-0258/2013"	""	"&key=0"	""	"2013-07-04"	"644"	"329"	"311"	"4"	
"4587"	"A7-0137/2013 - Ria Oomen-Ruijten - § 5/4"	""	"Employment and Social Affairs"	""	""	"A7-0137/2013"	""	"&key=0"	""	"2013-05-21"	"675"	"556"	"98"	"21"	
"5569"	"B7-0482/2013 - Considérant J"	""	""	""	""	"B7-0482/2013"	""	"&key=0"	""	"2013-10-23"	"671"	"622"	"37"	"12"	
"5532"	"A7-0282/2013 - Alain Cadec - Am 624/3"	""	"Fisheries"	""	""	"A7-0282/2013"	""	"&key=0"	""	"2013-10-23"	"679"	"407"	"242"	"30"	
"5431"	"Projet de budget général 2014 - autres sections - Bloc 14"	""	"Budgets"	""	""	""	""	"&key=0"	""	"2013-10-23"	"683"	"580"	"92"	"11"	
"4026"	"A7-0221/2012 - Leonardo Domenici - Am 105"	""	"Economic and Monetary Affairs"	""	""	"A7-0221/2012"	""	"&key=0"	""	"2013-01-16"	"691"	"45"	"639"	"7"	
"5437"	"A7-0328/2013 - Monika Hohlmeier et Anne E. Jensen - Am 23"	""	"Budgets"	""	""	"A7-0328/2013"	""	"&key=0"	""	"2013-10-23"	"686"	"33"	"646"	"7"	
"5759"	"A7-0381/2013 - Jan Olbrycht - Am 8"	""	"Regional Development"	""	""	"A7-0381/2013"	""	"&key=0"	""	"2013-11-20"	"686"	"76"	"598"	"12"	
"4179"	"A7-0019/2013 - Andreas Schwab - Am 2"	""	"Internal Market and Consumer Protection"	""	""	"A7-0019/2013"	""	"&key=0"	""	"2013-02-07"	"595"	"36"	"546"	"13"	
"5127"	"A7-0279/2013 - Corinne Lepage - Am 118"	""	"Environment, Public Health and Food Safety"	""	""	"A7-0279/2013"	""	"&key=0"	""	"2013-09-11"	"683"	"276"	"397"	"10"	
"4131"	"A7-0023/2013 - Richard Howitt - § 40"	""	"Employment and Social Affairs"	""	""	"A7-0023/2013"	""	"&key=0"	""	"2013-02-06"	"606"	"487"	"111"	"8"	
"5477"	"A7-0282/2013 - Alain Cadec - Am 125"	""	"Fisheries"	""	""	"A7-0282/2013"	""	"&key=0"	""	"2013-10-23"	"685"	"522"	"151"	"12"	
"5092"	"A7-0233/2013 - Esther de Lange - Am 1"	""	"Budgetary Control"	""	""	"A7-0233/2013"	""	"&key=0"	""	"2013-09-10"	"709"	"351"	"338"	"20"	
"4881"	"A7-0125/2013 – Sven Giegold – Amendment 1 cp (Article 14b § 1, after point j)"	""	"Economic and Monetary Affairs"	""	""	"A7-0125/2013"	""	"&key=0"	""	"2013-07-03"	"695"	"341"	"348"	"6"	
"4677"	"A7-0191/2013 - Frédérique Ries - Am 2"	""	"Environment, Public Health and Food Safety"	""	""	"A7-0191/2013"	""	"&key=0"	""	"2013-06-11"	"661"	"32"	"611"	"18"	
"5972"	"B7-0560/2013 - Am 5"	""	""	""	""	"B7-0560/2013"	""	"&key=0"	""	"2013-12-12"	"584"	"68"	"485"	"31"	
"5082"	"A7-0256/2013 - Rareş-Lucian Niculescu - Vote unique"	""	"Fisheries"	""	""	"A7-0256/2013"	""	"&key=0"	""	"2013-09-10"	"591"	"564"	"15"	"12"	
"5813"	"A7-0358/2013 - Michael Gahler - § 9/2"	""	"Foreign Affairs"	""	""	"A7-0358/2013"	""	"&key=0"	""	"2013-11-21"	"603"	"458"	"135"	"10"	
"4623"	"A7-0126/2013 - Antonio López-Istúriz White et Antonyia Parvanova - Vote unique"	""	"Legal Affairs"	""	""	"A7-0126/2013"	""	"&key=0"	""	"2013-05-22"	"688"	"602"	"23"	"63"	
"5534"	"A7-0282/2013 - Alain Cadec - Am 603"	""	"Fisheries"	""	""	"A7-0282/2013"	""	"&key=0"	""	"2013-10-23"	"677"	"347"	"319"	"11"	
"4200"	"A7-0049/2013 - Patrice Tirolien - § 15"	""	"Development"	""	""	"A7-0049/2013"	""	"&key=0"	""	"2013-03-12"	"638"	"542"	"71"	"25"	
"4830"	"A7-0165/2013 - Filip Kaczmarek - § 68"	""	"Development"	""	""	"A7-0165/2013"	""	"&key=0"	""	"2013-06-13"	"601"	"468"	"109"	"24"	
"4539"	"A7-0099/2013 - Ryszard Czarnecki - Décision (ensemble du texte)"	""	"Budgetary Control"	""	""	"A7-0099/2013"	""	"&key=0"	""	"2013-04-17"	"671"	"558"	"108"	"5"	
"4900"	"A7-0229/2013 – Rui Tavares – § 77"	""	"Civil Liberties, Justice and Home Affairs"	""	""	"A7-0229/2013"	""	"&key=0"	""	"2013-07-03"	"703"	"388"	"298"	"17"	
"5172"	"A7-0248/2013 - Marie-Thérèse Sanchez-Schmid - § 45"	""	"Culture and Education"	""	""	"A7-0248/2013"	""	"&key=0"	""	"2013-09-12"	"622"	"445"	"162"	"15"	
"4085"	"A7-0008/2013 - Ulrike Rodust - Am 297"	""	"Fisheries"	""	""	"A7-0008/2013"	""	"&key=0"	""	"2013-02-06"	"665"	"220"	"418"	"27"	
"4615"	"A7-0162/2013 - Mojca Kleva Kekuš - § 36"	""	"Economic and Monetary Affairs"	""	""	"A7-0162/2013"	""	"&key=0"	""	"2013-05-21"	"670"	"627"	"19"	"24"	
"5865"	"A7-0395/2013 - Kriton Arsenis - Am 62"	""	"Fisheries"	""	""	"A7-0395/2013"	""	"&key=0"	""	"2013-12-10"	"687"	"342"	"326"	"19"	
"5263"	"A7-0276/2013 - Linda McAvan - Am 168=Am 181"	""	"Environment, Public Health and Food Safety"	""	""	"A7-0276/2013"	""	"&key=0"	""	"2013-10-08"	"681"	"397"	"268"	"16"	
"4887"	"A7-0337/2012 – Gilles Pargneaux – Amended proposal"	""	"Environment, Public Health and Food Safety"	""	""	"A7-0337/2012"	""	"&key=0"	""	"2013-07-03"	"691"	"665"	"22"	"4"	
"5418"	"Projet de budget général 2014 - autres sections - Am 680"	""	"Budgets"	""	""	""	""	"&key=0"	""	"2013-10-23"	"688"	"84"	"593"	"11"	
"5158"	"A7-0275/2013 - Joanna Katarzyna Skrzydlewska - § 82"	""	"Employment and Social Affairs"	""	""	"A7-0275/2013"	""	"&key=0"	""	"2013-09-11"	"665"	"580"	"80"	"5"	
"4995"	"B7-0314/2013 – Amendment 18"	""	""	""	""	"B7-0314/2013"	""	"&key=0"	""	"2013-07-04"	"643"	"99"	"535"	"9"	
"4939"	"RC-B7-0336/2013 – Amendment 2"	""	""	""	""	"RC-B7-0336/2013"	""	"&key=0"	""	"2013-07-04"	"644"	"109"	"524"	"11"	
"4048"	"A7-0437/2012 - Lena Kolarska-Bobińska - § 46"	""	"Regional Development"	""	""	"A7-0437/2012"	""	"&key=0"	""	"2013-01-16"	"670"	"73"	"574"	"23"	
"5646"	"A7-0337/2013 - Rafał Trzaskowski - § 4"	""	"Constitutional Affairs"	""	""	"A7-0337/2013"	""	"&key=0"	""	"2013-11-19"	"691"	"572"	"91"	"28"	
"5538"	"A7-0282/2013 - Alain Cadec - Am 607"	""	"Fisheries"	""	""	"A7-0282/2013"	""	"&key=0"	""	"2013-10-23"	"675"	"277"	"368"	"30"	
"5123"	"A7-0279/2013 - Corinne Lepage - Am 114"	""	"Environment, Public Health and Food Safety"	""	""	"A7-0279/2013"	""	"&key=0"	""	"2013-09-11"	"696"	"286"	"401"	"9"	
"5095"	"A7-0218/2013 - Ashley Fox - § 28"	""	"Internal Market and Consumer Protection"	""	""	"A7-0218/2013"	""	"&key=0"	""	"2013-09-10"	"712"	"702"	"8"	"2"	
"4670"	"RC-B7-0243/2013 - Résolution"	""	""	""	""	"RC-B7-0243/2013"	""	"&key=0"	""	"2013-05-23"	"51"	"45"	"3"	"3"	
"4873"	"RC-B7-0334/2013 – § 13/1"	""	""	""	""	"RC-B7-0334/2013"	""	"&key=0"	""	"2013-07-03"	"704"	"539"	"135"	"30"	
"6006"	"A7-0372/2013 - Roberto Gualtieri et Rafal Trzaskowski - Considérant J/2"	""	"Constitutional Affairs"	""	""	"A7-0372/2013"	""	"&key=0"	""	"2013-12-12"	"508"	"382"	"109"	"17"	
"5508"	"A7-0282/2013 - Alain Cadec - Am 497/2"	""	"Fisheries"	""	""	"A7-0282/2013"	""	"&key=0"	""	"2013-10-23"	"669"	"563"	"100"	"6"	
"4328"	"B7-0080/2013 - Am 367S"	""	""	""	""	"B7-0080/2013"	""	"&key=0"	""	"2013-03-13"	"654"	"209"	"430"	"15"	
"5961"	"B7-0556/2013 - Am 6"	""	""	""	""	"B7-0556/2013"	""	"&key=0"	""	"2013-12-12"	"596"	"473"	"105"	"18"	
"5736"	"A7-0368/2013 - Pervenche Berès - Am 1/6"	""	"Economic and Monetary Affairs"	""	""	"A7-0368/2013"	""	"&key=0"	""	"2013-11-20"	"686"	"375"	"298"	"13"	
"4841"	"A7-0210/2013 - Werner Kuhn - Am 117 pc - Article 2, après § 1"	""	"Transport and Tourism"	""	""	"A7-0210/2013"	""	"&key=0"	""	"2013-07-02"	"710"	"377"	"315"	"18"	
"4595"	"A7-0137/2013 - Ria Oomen-Ruijten - § 10"	""	"Employment and Social Affairs"	""	""	"A7-0137/2013"	""	"&key=0"	""	"2013-05-21"	"687"	"616"	"29"	"42"	
"5391"	"A7-0314/2013 - Katarína Neveďalová - § 74"	""	"Culture and Education"	""	""	"A7-0314/2013"	""	"&key=0"	""	"2013-10-22"	"666"	"610"	"36"	"20"	
"4619"	"A7-0154/2013 - Ildikó Gáll-Pelcz - § 20"	""	"Economic and Monetary Affairs"	""	""	"A7-0154/2013"	""	"&key=0"	""	"2013-05-21"	"674"	"527"	"121"	"26"	
"4578"	"A7-0135/2013 - Herbert Reul - Résolution"	""	"Industry, Research and Energy"	""	""	"A7-0135/2013"	""	"&key=0"	""	"2013-05-21"	"688"	"465"	"177"	"46"	
"6007"	"A7-0372/2013 - Roberto Gualtieri et Rafal Trzaskowski - Résolution"	""	"Constitutional Affairs"	""	""	"A7-0372/2013"	""	"&key=0"	""	"2013-12-12"	"505"	"359"	"115"	"31"	
"5142"	"A7-0238/2013 - Georgios Papanikolaou - § 62"	""	"Culture and Education"	""	""	"A7-0238/2013"	""	"&key=0"	""	"2013-09-11"	"681"	"561"	"37"	"83"	
"5663"	"A7-0211/2013 - Vladimír Remek - Am 27rev"	""	"Industry, Research and Energy"	""	""	"A7-0211/2013"	""	"&key=0"	""	"2013-11-19"	"685"	"101"	"531"	"53"	
"5510"	"A7-0282/2013 - Alain Cadec - Am 506/2"	""	"Fisheries"	""	""	"A7-0282/2013"	""	"&key=0"	""	"2013-10-23"	"671"	"471"	"185"	"15"	
"5297"	"A7-0276/2013 - Linda McAvan - Am 170/1"	""	"Environment, Public Health and Food Safety"	""	""	"A7-0276/2013"	""	"&key=0"	""	"2013-10-08"	"676"	"386"	"283"	"7"	
"4474"	"A7-0123/2013 - David Martin - Ams 2=3=4"	""	"International Trade"	""	""	"A7-0123/2013"	""	"&key=0"	""	"2013-04-16"	"715"	"304"	"398"	"13"	
"4542"	"A7-0099/2013 - Ryszard Czarnecki - Am 3"	""	"Budgetary Control"	""	""	"A7-0099/2013"	""	"&key=0"	""	"2013-04-17"	"673"	"484"	"186"	"3"	
"5113"	"A7-0279/2013 - Corinne Lepage - Am 152pc (Article 3, § 4, point d)"	""	"Environment, Public Health and Food Safety"	""	""	"A7-0279/2013"	""	"&key=0"	""	"2013-09-11"	"702"	"323"	"373"	"6"	
"5093"	"A7-0218/2013 - Ashley Fox - § 2/1"	""	"Internal Market and Consumer Protection"	""	""	"A7-0218/2013"	""	"&key=0"	""	"2013-09-10"	"701"	"686"	"13"	"2"	
"4510"	"A7-0116/2013 - Jens Geier - Am 35"	""	"Budgetary Control"	""	""	"A7-0116/2013"	""	"&key=0"	""	"2013-04-17"	"671"	"122"	"397"	"152"	
"4322"	"B7-0080/2013 - Am 394"	""	""	""	""	"B7-0080/2013"	""	"&key=0"	""	"2013-03-13"	"656"	"93"	"542"	"21"	
"4715"	"A7-0155/2013 - Karima Delli - § 64"	""	"Employment and Social Affairs"	""	""	"A7-0155/2013"	""	"&key=0"	""	"2013-06-11"	"685"	"386"	"285"	"14"	
"5710"	"A7-0340/2013 - Evelyn Regner et Rodi Kratsa-Tsagaropoulou - Am 84 S"	""	"Legal Affairs"	""	""	"A7-0340/2013"	""	"&key=0"	""	"2013-11-20"	"687"	"143"	"514"	"30"	
"5787"	"B7-0494/2013 - Am 9"	""	""	""	""	"B7-0494/2013"	""	"&key=0"	""	"2013-11-21"	"603"	"101"	"484"	"18"	
"5367"	"A7-0327/2013 - Peter Liese - Am 260"	""	"Environment, Public Health and Food Safety"	""	""	"A7-0327/2013"	""	"&key=0"	""	"2013-10-22"	"664"	"351"	"303"	"10"	
"4557"	"A7-0132/2013 - Carl Schlyter - Am 114"	""	"Environment, Public Health and Food Safety"	""	""	"A7-0132/2013"	""	"&key=0"	""	"2013-04-18"	"609"	"270"	"321"	"18"	
"5906"	"A7-0376/2013 - George Sabin Cutaş - Am 12"	""	"Economic and Monetary Affairs"	""	""	"A7-0376/2013"	""	"&key=0"	""	"2013-12-11"	"690"	"422"	"229"	"39"	
"4402"	"B7-0082/2013 - Am 186"	""	""	""	""	"B7-0082/2013"	""	"&key=0"	""	"2013-03-13"	"645"	"18"	"613"	"14"	
"5523"	"A7-0282/2013 - Alain Cadec - Am 618/2"	""	"Fisheries"	""	""	"A7-0282/2013"	""	"&key=0"	""	"2013-10-23"	"669"	"354"	"306"	"9"	
"4201"	"A7-0049/2013 - Patrice Tirolien - § 17/2"	""	"Development"	""	""	"A7-0049/2013"	""	"&key=0"	""	"2013-03-12"	"624"	"491"	"112"	"21"	
"4696"	"A7-0175/2013 - Salvatore Iacolino - Considérant BP"	""	"Organised crime, corruption and money laundering"	""	""	"A7-0175/2013"	""	"&key=0"	""	"2013-06-11"	"688"	"634"	"5"	"49"	
"4528"	"A7-0062/2013 - Søren Bo Søndergaard - Am 2"	""	"Budgetary Control"	""	""	"A7-0062/2013"	""	"&key=0"	""	"2013-04-17"	"684"	"662"	"4"	"18"	
"5511"	"A7-0282/2013 - Alain Cadec - Am 595"	""	"Fisheries"	""	""	"A7-0282/2013"	""	"&key=0"	""	"2013-10-23"	"682"	"67"	"602"	"13"	
"4349"	"B7-0080/2013 - Am 353 S=407 S"	""	""	""	""	"B7-0080/2013"	""	"&key=0"	""	"2013-03-13"	"667"	"203"	"438"	"26"	
"5009"	"B7-0331/2013 – Resolution"	""	""	""	""	"B7-0331/2013"	""	"&key=0"	""	"2013-07-04"	"639"	"587"	"48"	"4"	
"5124"	"A7-0279/2013 - Corinne Lepage - Am 115"	""	"Environment, Public Health and Food Safety"	""	""	"A7-0279/2013"	""	"&key=0"	""	"2013-09-11"	"696"	"228"	"462"	"6"	
"5666"	"A7-0407/2012 - Peter Skinner - Ams 93-96"	""	"Industry, Research and Energy"	""	""	"A7-0407/2012"	""	"&key=0"	""	"2013-11-19"	"689"	"96"	"552"	"41"	
"4688"	"A7-0175/2013 - Salvatore Iacolino - § 112"	""	"Organised crime, corruption and money laundering"	""	""	"A7-0175/2013"	""	"&key=0"	""	"2013-06-11"	"686"	"605"	"78"	"3"	
"5706"	"A7-0340/2013 - Evelyn Regner et Rodi Kratsa-Tsagaropoulou - Am 66"	""	"Legal Affairs"	""	""	"A7-0340/2013"	""	"&key=0"	""	"2013-11-20"	"683"	"523"	"126"	"34"	
"5031"	"A7-0212/2013 – Petra Kammerevert – § 37"	""	"Culture and Education"	""	""	"A7-0212/2013"	""	"&key=0"	""	"2013-07-04"	"606"	"479"	"75"	"52"	
"4714"	"A7-0155/2013 - Karima Delli - § 48"	""	"Employment and Social Affairs"	""	""	"A7-0155/2013"	""	"&key=0"	""	"2013-06-11"	"681"	"492"	"166"	"23"	
"5588"	"A7-0307/2013 - Salvatore Iacolino - § 73/1"	""	"Organised crime, corruption and money laundering"	""	""	"A7-0307/2013"	""	"&key=0"	""	"2013-10-23"	"647"	"563"	"70"	"14"	
"5731"	"A7-0340/2013 - Evelyn Regner et Rodi Kratsa-Tsagaropoulou - Am 82 S"	""	"Legal Affairs"	""	""	"A7-0340/2013"	""	"&key=0"	""	"2013-11-20"	"685"	"115"	"541"	"29"	
"4888"	"A7-0337/2012 – Gilles Pargneaux – Legislative resolution"	""	"Environment, Public Health and Food Safety"	""	""	"A7-0337/2012"	""	"&key=0"	""	"2013-07-03"	"703"	"678"	"21"	"4"	
"5154"	"A7-0275/2013 - Joanna Katarzyna Skrzydlewska - § 67/3"	""	"Employment and Social Affairs"	""	""	"A7-0275/2013"	""	"&key=0"	""	"2013-09-11"	"649"	"537"	"85"	"27"	
"4030"	"A7-0220/2012 - Leonardo Domenici - Block 1"	""	"Economic and Monetary Affairs"	""	""	"A7-0220/2012"	""	"&key=0"	""	"2013-01-16"	"692"	"609"	"25"	"58"	
"5819"	"A7-0358/2013 - Michael Gahler - § 27"	""	"Foreign Affairs"	""	""	"A7-0358/2013"	""	"&key=0"	""	"2013-11-21"	"590"	"469"	"63"	"58"	
"5171"	"A7-0248/2013 - Marie-Thérèse Sanchez-Schmid - § 16/2"	""	"Culture and Education"	""	""	"A7-0248/2013"	""	"&key=0"	""	"2013-09-12"	"610"	"484"	"113"	"13"	
"5797"	"B7-0494/2013 - Résolution"	""	""	""	""	"B7-0494/2013"	""	"&key=0"	""	"2013-11-21"	"604"	"486"	"93"	"25"	
"5314"	"A7-0038/2013 - Bernadette Vergnaud - Am 160/2"	""	"Internal Market and Consumer Protection"	""	""	"A7-0038/2013"	""	"&key=0"	""	"2013-10-09"	"657"	"563"	"89"	"5"	
"5598"	"A7-0307/2013 - Salvatore Iacolino - Am 66"	""	"Organised crime, corruption and money laundering"	""	""	"A7-0307/2013"	""	"&key=0"	""	"2013-10-23"	"639"	"263"	"312"	"64"	
"5636"	"A7-0330/2013 - Elmar Brok - Am 12"	""	"Foreign Affairs"	""	""	"A7-0330/2013"	""	"&key=0"	""	"2013-10-24"	"571"	"119"	"440"	"12"	
"4374"	"B7-0081/2013 - Am 164 S=178rev S"	""	""	""	""	"B7-0081/2013"	""	"&key=0"	""	"2013-03-13"	"672"	"215"	"444"	"13"	
"5236"	"A7-0251/2013 - Nathalie Griesbeck - § 20"	""	"Civil Liberties, Justice and Home Affairs"	""	""	"A7-0251/2013"	""	"&key=0"	""	"2013-09-12"	"407"	"358"	"47"	"2"	
"5525"	"A7-0282/2013 - Alain Cadec - Am 275"	""	"Fisheries"	""	""	"A7-0282/2013"	""	"&key=0"	""	"2013-10-23"	"652"	"296"	"351"	"5"	
"5182"	"A7-0263/2013 - Sandrine Bélier - Am 37/1"	""	"Environment, Public Health and Food Safety"	""	""	"A7-0263/2013"	""	"&key=0"	""	"2013-09-12"	"633"	"606"	"22"	"5"	
"5544"	"B7-0482/2013 - § 5/2"	""	""	""	""	"B7-0482/2013"	""	"&key=0"	""	"2013-10-23"	"664"	"338"	"319"	"7"	
"5980"	"A7-0372/2013 - Roberto Gualtieri et Rafal Trzaskowski - § 11/2"	""	"Constitutional Affairs"	""	""	"A7-0372/2013"	""	"&key=0"	""	"2013-12-12"	"551"	"445"	"88"	"18"	
"4298"	"B7-0080/2013 - Am 421"	""	""	""	""	"B7-0080/2013"	""	"&key=0"	""	"2013-03-13"	"676"	"93"	"563"	"20"	
"4977"	"RC-B7-0258/2013 – Recital F"	""	""	""	""	"RC-B7-0258/2013"	""	"&key=0"	""	"2013-07-04"	"638"	"271"	"321"	"46"	
"4138"	"A7-0032/2013 - Elisa Ferreira - Am 4"	""	"Economic and Monetary Affairs"	""	""	"A7-0032/2013"	""	"&key=0"	""	"2013-02-07"	"599"	"271"	"313"	"15"	
"5647"	"A7-0337/2013 - Rafał Trzaskowski - Am 4"	""	"Constitutional Affairs"	""	""	"A7-0337/2013"	""	"&key=0"	""	"2013-11-19"	"688"	"197"	"475"	"16"	
"5419"	"Projet de budget général 2014 - autres sections - Bloc 6"	""	"Budgets"	""	""	""	""	"&key=0"	""	"2013-10-23"	"690"	"571"	"108"	"11"	
"4294"	"B7-0080/2013 - Am 303"	""	""	""	""	"B7-0080/2013"	""	"&key=0"	""	"2013-03-13"	"658"	"426"	"203"	"29"	
"5901"	"A7-0445/2013 - Libor Rouček - Résolution législative"	""	"Foreign Affairs"	""	""	"A7-0445/2013"	""	"&key=0"	""	"2013-12-11"	"678"	"616"	"50"	"12"	
"4674"	"A7-0191/2013 - Frédérique Ries - Am 3"	""	"Environment, Public Health and Food Safety"	""	""	"A7-0191/2013"	""	"&key=0"	""	"2013-06-11"	"663"	"31"	"611"	"21"	
