"Vote" "Order" "X" "Date" "Title" "Procedure" "Leg.NonLeg" "Policy.Area" "RCV" "Result" "Yaes" "Nays" "Abstentions" "Period" "ALDE" "EPP_ED" "SOC" "CoalAE" "CoalAS" "CoalES"
"2388" 2389 4 22 2007-02-14 "Transport and illegal detention of " "" "Non" "Civil liberties, justice & home affairs" "RCV" "+" "530" 159 14 "2006-09-01" 0 1 1 0 0 1
"2389" 2390 4 23 2007-02-14 "Transport and illegal detention of " "" "Non" "Civil liberties, justice & home affairs" "RCV" "+" "382" 256 74 "2006-09-01" 1 0 1 0 1 0
"2390" 2391 4 1 2007-02-14 "Drift nets" "" "Non" "Fisheries" "RCV" "+" "663" 17 10 "2006-09-01" 1 1 1 1 1 1
"2391" 2392 4 1 2007-02-14 "Voluntary modulation of direct paym" "" "Non" "Agriculture" "RCV" "-" "89" 584 19 "2006-09-01" 0 0 0 1 1 1
"2392" 2393 4 2 2007-02-14 "Voluntary modulation of direct paym" "" "Non" "Agriculture" "RCV" "+" "572" 65 16 "2006-09-01" 1 1 1 1 1 1
"2393" 2394 4 1 2007-02-14 "Climate change" "" "Non" "Environment & public health" "RCV" "-" "278" 373 9 "2006-09-01" 0 1 0 0 1 0
"2394" 2395 4 2 2007-02-14 "Climate change" "" "Non" "Environment & public health" "RCV" "+" "373" 286 8 "2006-09-01" 1 1 0 1 0 0
"2395" 2396 4 3 2007-02-14 "Climate change" "" "Non" "Environment & public health" "RCV" "+" "616" 25 30 "2006-09-01" 1 1 1 1 1 1
"2396" 2397 4 1 2007-02-14 "Lisbon Strategy (European Council o" "" "Non" "Constitutional and inter-institutional affairs" "RCV" "-" "95" 272 223 "2006-09-01" 0 0 1 1 0 0
"2397" 2398 4 2 2007-02-14 "Lisbon Strategy (European Council o" "" "Non" "Constitutional and inter-institutional affairs" "RCV" "-" "90" 255 226 "2006-09-01" 0 0 1 1 0 0
"2398" 2399 4 3 2007-02-14 "Lisbon Strategy (European Council o" "" "Non" "Constitutional and inter-institutional affairs" "RCV" "-" "93" 258 240 "2006-09-01" 0 0 1 1 0 0
"2399" 2400 4 4 2007-02-14 "Lisbon Strategy (European Council o" "" "Non" "Constitutional and inter-institutional affairs" "RCV" "-" "79" 252 227 "2006-09-01" 0 0 1 1 0 0
"2400" 2401 4 5 2007-02-14 "Lisbon Strategy (European Council o" "" "Non" "Constitutional and inter-institutional affairs" "RCV" "-" "48" 343 204 "2006-09-01" 0 0 1 1 0 0
"2401" 2402 4 6 2007-02-14 "Lisbon Strategy (European Council o" "" "Non" "Constitutional and inter-institutional affairs" "RCV" "+" "522" 74 6 "2006-09-01" 1 1 1 1 1 1
"2402" 2403 4 7 2007-02-14 "Lisbon Strategy (European Council o" "" "Non" "Constitutional and inter-institutional affairs" "RCV" "+" "510" 58 11 "2006-09-01" 1 1 1 1 1 1
"2403" 2404 4 8 2007-02-14 "Lisbon Strategy (European Council o" "" "Non" "Constitutional and inter-institutional affairs" "RCV" "-" "239" 314 13 "2006-09-01" 0 0 1 1 0 0
"2404" 2405 4 9 2007-02-14 "Lisbon Strategy (European Council o" "" "Non" "Constitutional and inter-institutional affairs" "RCV" "+" "536" 36 7 "2006-09-01" 1 1 1 1 1 1
"2405" 2406 4 10 2007-02-14 "Lisbon Strategy (European Council o" "" "Non" "Constitutional and inter-institutional affairs" "RCV" "+" "353" 236 17 "2006-09-01" 1 0 1 0 1 0
"2406" 2407 4 11 2007-02-14 "Lisbon Strategy (European Council o" "" "Non" "Constitutional and inter-institutional affairs" "RCV" "+" "522" 65 4 "2006-09-01" 1 1 1 1 1 1
"2407" 2408 4 12 2007-02-14 "Lisbon Strategy (European Council o" "" "Non" "Constitutional and inter-institutional affairs" "RCV" "+" "557" 34 15 "2006-09-01" 1 1 1 1 1 1
"2408" 2409 4 13 2007-02-14 "Lisbon Strategy (European Council o" "" "Non" "Constitutional and inter-institutional affairs" "RCV" "+" "330" 252 12 "2006-09-01" 1 1 0 1 0 0
"2409" 2410 4 14 2007-02-14 "Lisbon Strategy (European Council o" "" "Non" "Constitutional and inter-institutional affairs" "RCV" "+" "525" 62 15 "2006-09-01" 1 1 1 1 1 1
"2410" 2411 4 15 2007-02-14 "Lisbon Strategy (European Council o" "" "Non" "Constitutional and inter-institutional affairs" "RCV" "+" "500" 70 12 "2006-09-01" 1 1 1 1 1 1
"2411" 2412 4 16 2007-02-14 "Lisbon Strategy (European Council o" "" "Non" "Constitutional and inter-institutional affairs" "RCV" "-" "173" 365 9 "2006-09-01" 1 0 0 0 0 1
"2412" 2413 4 17 2007-02-14 "Lisbon Strategy (European Council o" "" "Non" "Constitutional and inter-institutional affairs" "RCV" "+" "322" 260 9 "2006-09-01" 1 0 1 0 1 0
"2413" 2414 4 18 2007-02-14 "Lisbon Strategy (European Council o" "" "Non" "Constitutional and inter-institutional affairs" "RCV" "+" "564" 26 2 "2006-09-01" 1 1 1 1 1 1
"2414" 2415 4 19 2007-02-14 "Lisbon Strategy (European Council o" "" "Non" "Constitutional and inter-institutional affairs" "RCV" "-" "279" 288 8 "2006-09-01" 1 0 1 0 1 0
"2415" 2416 4 20 2007-02-14 "Lisbon Strategy (European Council o" "" "Non" "Constitutional and inter-institutional affairs" "RCV" "+" "438" 103 30 "2006-09-01" 1 1 1 1 1 1
"2416" 2417 4 1 2007-02-14 "Radio Spectrum " "" "Non" "Industry, research & energy" "RCV" "+" "425" 30 13 "2006-09-01" 1 1 1 1 1 1
"2417" 2418 5 1 2007-02-15 "EC-Russia Short-stay Visa Agreement" "" "Non" "Civil liberties, justice & home affairs" "RCV" "+" "453" 56 31 "2006-09-01" 1 1 1 1 1 1
"2418" 2419 5 1 2007-02-15 "Common organisation of the market i" "" "Non" "Agriculture" "RCV" "+" "563" 61 4 "2006-09-01" 1 1 1 1 1 1
"2419" 2420 5 2 2007-02-15 "Common organisation of the market i" "" "Non" "Agriculture" "RCV" "+" "529" 84 24 "2006-09-01" 1 1 1 1 1 1
"2420" 2421 5 3 2007-02-15 "Common organisation of the market i" "" "Non" "Agriculture" "RCV" "+" "476" 139 7 "2006-09-01" 1 1 1 1 1 1
"2421" 2422 5 4 2007-02-15 "Common organisation of the market i" "" "Non" "Agriculture" "RCV" "-" "164" 455 13 "2006-09-01" 0 0 0 1 1 1
"2422" 2423 5 5 2007-02-15 "Common organisation of the market i" "" "Non" "Agriculture" "RCV" "-" "161" 457 5 "2006-09-01" 0 0 0 1 1 1
"2423" 2424 5 6 2007-02-15 "Common organisation of the market i" "" "Non" "Agriculture" "RCV" "-" "152" 481 7 "2006-09-01" 0 0 0 1 1 1
"2424" 2425 5 7 2007-02-15 "Common organisation of the market i" "" "Non" "Agriculture" "RCV" "-" "99" 494 37 "2006-09-01" 0 0 0 1 1 1
"2425" 2426 5 8 2007-02-15 "Common organisation of the market i" "" "Non" "Agriculture" "RCV" "+" "448" 162 20 "2006-09-01" 1 1 1 1 1 1
"2426" 2427 5 9 2007-02-15 "Common organisation of the market i" "" "Non" "Agriculture" "RCV" "-" "148" 461 18 "2006-09-01" 0 0 0 1 1 1
"2427" 2428 5 10 2007-02-15 "Common organisation of the market i" "" "Non" "Agriculture" "RCV" "-" "140" 462 22 "2006-09-01" 0 0 0 1 1 1
"2428" 2429 5 11 2007-02-15 "Common organisation of the market i" "" "Non" "Agriculture" "RCV" "+" "466" 154 6 "2006-09-01" 0 1 1 0 0 1
"2429" 2430 5 12 2007-02-15 "Common organisation of the market i" "" "Non" "Agriculture" "RCV" "-" "233" 345 33 "2006-09-01" 0 1 0 0 1 0
"2430" 2431 5 13 2007-02-15 "Common organisation of the market i" "" "Non" "Agriculture" "RCV" "-" "180" 434 19 "2006-09-01" 0 0 0 1 1 1
"2431" 2432 5 14 2007-02-15 "Common organisation of the market i" "" "Non" "Agriculture" "RCV" "-" "122" 486 25 "2006-09-01" 0 0 0 1 1 1
"2432" 2433 5 15 2007-02-15 "Common organisation of the market i" "" "Non" "Agriculture" "RCV" "+" "482" 113 26 "2006-09-01" 1 1 1 1 1 1
"2433" 2434 5 16 2007-02-15 "Common organisation of the market i" "" "Non" "Agriculture" "RCV" "+" "531" 80 13 "2006-09-01" 1 1 1 1 1 1
"2434" 2435 5 17 2007-02-15 "Common organisation of the market i" "" "Non" "Agriculture" "RCV" "-" "249" 365 22 "2006-09-01" 0 1 0 0 1 0
"2435" 2436 5 18 2007-02-15 "Common organisation of the market i" "" "Non" "Agriculture" "RCV" "+" "515" 85 13 "2006-09-01" 1 1 1 1 1 1
"2436" 2437 5 19 2007-02-15 "Common organisation of the market i" "" "Non" "Agriculture" "RCV" "-" "137" 487 6 "2006-09-01" 0 0 0 1 1 1
"2437" 2438 5 20 2007-02-15 "Common organisation of the market i" "" "Non" "Agriculture" "RCV" "+" "550" 76 11 "2006-09-01" 1 1 1 1 1 1
"2438" 2439 5 21 2007-02-15 "Common organisation of the market i" "" "Non" "Agriculture" "RCV" "+" "593" 28 8 "2006-09-01" 1 1 1 1 1 1
"2439" 2440 5 22 2007-02-15 "Common organisation of the market i" "" "Non" "Agriculture" "RCV" "-" "115" 495 27 "2006-09-01" 0 0 0 1 1 1
"2440" 2441 5 23 2007-02-15 "Common organisation of the market i" "" "Non" "Agriculture" "RCV" "-" "197" 426 11 "2006-09-01" 0 0 0 1 1 1
"2441" 2442 5 24 2007-02-15 "Common organisation of the market i" "" "Non" "Agriculture" "RCV" "-" "78" 528 10 "2006-09-01" 0 0 0 1 1 1
"2442" 2443 5 25 2007-02-15 "Common organisation of the market i" "" "Non" "Agriculture" "RCV" "-" "52" 542 9 "2006-09-01" 0 0 0 1 1 1
"2443" 2444 5 26 2007-02-15 "Common organisation of the market i" "" "Non" "Agriculture" "RCV" "+" "491" 129 18 "2006-09-01" 1 1 1 1 1 1
"2444" 2445 5 27 2007-02-15 "Common organisation of the market i" "" "Non" "Agriculture" "RCV" "+" "492" 92 42 "2006-09-01" 1 1 1 1 1 1
"2445" 2446 5 28 2007-02-15 "Common organisation of the market i" "" "Non" "Agriculture" "RCV" "+" "488" 115 28 "2006-09-01" 1 1 1 1 1 1
"2446" 2447 5 29 2007-02-15 "Common organisation of the market i" "" "Non" "Agriculture" "RCV" "+" "484" 129 24 "2006-09-01" 1 1 1 1 1 1
"2447" 2448 5 1 2007-02-15 "External dimension of the fight aga" "" "Non" "Foreign & security policy" "RCV" "-" "104" 502 15 "2006-09-01" 0 0 0 1 1 1
"2448" 2449 5 2 2007-02-15 "External dimension of the fight aga" "" "Non" "Foreign & security policy" "RCV" "-" "47" 496 42 "2006-09-01" 0 0 0 1 1 1
"2449" 2450 5 3 2007-02-15 "External dimension of the fight aga" "" "Non" "Foreign & security policy" "RCV" "-" "121" 495 4 "2006-09-01" 0 0 0 1 1 1
"2450" 2451 5 4 2007-02-15 "External dimension of the fight aga" "" "Non" "Foreign & security policy" "RCV" "+" "423" 92 54 "2006-09-01" 1 1 1 1 1 1
"2451" 2452 5 5 2007-02-15 "External dimension of the fight aga" "" "Non" "Foreign & security policy" "RCV" "-" "94" 511 12 "2006-09-01" 0 0 0 1 1 1
"2452" 2453 5 6 2007-02-15 "External dimension of the fight aga" "" "Non" "Foreign & security policy" "RCV" "+" "516" 76 21 "2006-09-01" 1 1 1 1 1 1
"2453" 2454 5 7 2007-02-15 "External dimension of the fight aga" "" "Non" "Foreign & security policy" "RCV" "-" "228" 337 45 "2006-09-01" 0 0 1 1 0 0
"2454" 2455 5 8 2007-02-15 "External dimension of the fight aga" "" "Non" "Foreign & security policy" "RCV" "-" "113" 492 4 "2006-09-01" 0 0 0 1 1 1
"2455" 2456 5 9 2007-02-15 "External dimension of the fight aga" "" "Non" "Foreign & security policy" "RCV" "+" "458" 139 1 "2006-09-01" 1 1 1 1 1 1
"2456" 2457 5 10 2007-02-15 "External dimension of the fight aga" "" "Non" "Foreign & security policy" "RCV" "+" "473" 114 10 "2006-09-01" 1 1 1 1 1 1
"2457" 2458 5 11 2007-02-15 "External dimension of the fight aga" "" "Non" "Foreign & security policy" "RCV" "+" "523" 62 16 "2006-09-01" 1 1 1 1 1 1
"2458" 2459 5 12 2007-02-15 "External dimension of the fight aga" "" "Non" "Foreign & security policy" "RCV" "+" "361" 219 21 "2006-09-01" 1 1 0 1 0 0
"2459" 2460 5 13 2007-02-15 "External dimension of the fight aga" "" "Non" "Foreign & security policy" "RCV" "-" "49" 517 22 "2006-09-01" 0 0 0 1 1 1
"2460" 2461 5 14 2007-02-15 "External dimension of the fight aga" "" "Non" "Foreign & security policy" "RCV" "-" "235" 359 16 "2006-09-01" 0 0 1 1 0 0
"2461" 2462 5 15 2007-02-15 "External dimension of the fight aga" "" "Non" "Foreign & security policy" "RCV" "-" "165" 402 37 "2006-09-01" 1 0 0 0 0 1
"2462" 2463 5 16 2007-02-15 "External dimension of the fight aga" "" "Non" "Foreign & security policy" "RCV" "+" "500" 53 51 "2006-09-01" 1 1 1 1 1 1
"2463" 2464 5 1 2007-02-15 "Economic policy guidelines for 2007" "" "Non" "Economics" "RCV" "-" "123" 312 117 "2006-09-01" 0 0 1 1 0 0
"2464" 2465 5 2 2007-02-15 "Economic policy guidelines for 2007" "" "Non" "Economics" "RCV" "+" "475" 81 1 "2006-09-01" 1 1 1 1 1 1
"2465" 2466 5 3 2007-02-15 "Economic policy guidelines for 2007" "" "Non" "Economics" "RCV" "+" "480" 60 25 "2006-09-01" 1 1 1 1 1 1
"2466" 2467 5 1 2007-02-15 "Increase in energy prices" "" "Non" "Economics" "RCV" "-" "215" 270 13 "2006-09-01" 0 0 1 1 0 0
"2467" 2468 5 1 2007-02-15 "Dialogue between the Chinese govern" "" "Non" "Foreign & security policy" "RCV" "+" "71" 0 1 "2006-09-01" 1 1 1 1 1 1
"2468" 2469 5 1 2007-02-15 "Humanitarian situation of refugees " "" "Non" "Foreign & security policy" "RCV" "+" "74" 0 1 "2006-09-01" 1 1 1 1 1 1
"2469" 2470 5 1 2007-02-15 "Guinea" "" "Non" "Foreign & security policy" "RCV" "+" "75" 0 1 "2006-09-01" 1 1 1 1 1 1
"2470" 2471 6 1 2007-03-13 "Financing of interventions by the E" "*" "Leg" "Agriculture" "RCV" "+" "352" 29 11 "2007-03-01" 1 1 1 1 1 1
"2471" 2472 6 1 2007-03-13 "Drinking milk produced in Estonia" "*" "Leg" "Agriculture" "RCV" "+" "463" 4 17 "2007-03-01" 1 1 1 1 1 1
"2472" 2473 7 1 2007-03-14 "Non-proliferation and nuclear disar" "" "Non" "Foreign & security policy" "RCV" "+" "528" 134 42 "2007-03-01" 1 1 1 1 1 1
"2473" 2474 7 2 2007-03-14 "Non-proliferation and nuclear disar" "" "Non" "Foreign & security policy" "RCV" "-" "296" 364 40 "2007-03-01" 0 0 1 1 0 0
"2474" 2475 8 1 2007-03-15 "Illegal bird hunting in Malta" "" "Non" "Agriculture" "RCV" "+" "282" 269 33 "2007-03-01" 0 1 0 0 1 0
"2475" 2476 8 2 2007-03-15 "Illegal bird hunting in Malta" "" "Non" "Agriculture" "RCV" "+" "317" 249 22 "2007-03-01" 1 1 0 1 0 0
"2476" 2477 8 3 2007-03-15 "Illegal bird hunting in Malta" "" "Non" "Agriculture" "RCV" "+" "300" 253 35 "2007-03-01" 0 0 1 1 0 0
"2477" 2478 8 1 2007-03-15 "Compliance with the Charter of Fund" "" "Non" "Civil liberties, justice & home affairs" "RCV" "+" "468" 93 35 "2007-03-01" 1 1 1 1 1 1
"2478" 2479 8 2 2007-03-15 "Compliance with the Charter of Fund" "" "Non" "Civil liberties, justice & home affairs" "RCV" "+" "455" 115 21 "2007-03-01" 1 1 1 1 1 1
"2479" 2480 8 3 2007-03-15 "Compliance with the Charter of Fund" "" "Non" "Civil liberties, justice & home affairs" "RCV" "+" "485" 87 29 "2007-03-01" 1 1 1 1 1 1
"2480" 2481 8 1 2007-03-15 "Negotiation of an EU-Central Americ" "" "Non" "Foreign & security policy" "RCV" "+" "472" 30 75 "2007-03-01" 1 1 1 1 1 1
"2481" 2482 8 1 2007-03-15 "Negotiation of an EU-Andean Communi" "" "Non" "Foreign & security policy" "RCV" "+" "470" 29 65 "2007-03-01" 1 1 1 1 1 1
"2482" 2483 8 1 2007-03-15 "Regional policy (islands and natura" "" "Non" "Regional development" "RCV" "+" "473" 26 35 "2007-03-01" 1 1 1 1 1 1
"2483" 2484 8 1 2007-03-15 "Guatemala" "" "Non" "Foreign & security policy" "RCV" "+" "57" 0 1 "2007-03-01" 1 1 1 1 1 1
"2484" 2485 8 1 2007-03-15 "Cambodia" "" "Non" "Foreign & security policy" "RCV" "-" "11" 46 2 "2007-03-01" 1 0 0 0 0 1
"2485" 2486 8 2 2007-03-15 "Cambodia" "" "Non" "Foreign & security policy" "RCV" "+" "40" 16 0 "2007-03-01" 1 1 0 1 0 0
"2486" 2487 8 3 2007-03-15 "Cambodia" "" "Non" "Foreign & security policy" "RCV" "+" "59" 0 0 "2007-03-01" 1 1 1 1 1 1
"2487" 2488 8 1 2007-03-15 "Nigeria" "" "Non" "Foreign & security policy" "RCV" "+" "36" 24 1 "2007-03-01" 0 1 0 0 1 0
"2488" 2489 9 1 2007-03-29 "Community participation in the capi" "*" "Leg" "Budget" "RCV" "+" "603" 19 18 "2007-03-01" 1 1 1 1 1 1
"2489" 2490 9 1 2007-03-29 "Review of the medical device direct" "***I" "Leg" "Environment & public health" "RCV" "+" "645" 15 4 "2007-03-01" 1 1 1 1 1 1
"2490" 2491 9 1 2007-03-29 "Civil liability and financial guara" "***I" "Leg" "Transport & tourism" "RCV" "+" "575" 61 26 "2007-03-01" 1 1 1 1 1 1
"2491" 2492 9 2 2007-03-29 "Civil liability and financial guara" "***I" "Leg" "Transport & tourism" "RCV" "+" "580" 71 12 "2007-03-01" 1 1 1 1 1 1
"2492" 2493 9 1 2007-03-29 "Organic production and labelling of" "*" "Leg" "Agriculture" "RCV" "+" "585" 35 38 "2007-03-01" 1 1 1 1 1 1
"2493" 2494 9 2 2007-03-29 "Organic production and labelling of" "*" "Leg" "Agriculture" "RCV" "+" "445" 210 3 "2007-03-01" 1 0 1 0 1 0
"2494" 2495 9 3 2007-03-29 "Organic production and labelling of" "*" "Leg" "Agriculture" "RCV" "+" "437" 214 7 "2007-03-01" 1 0 1 0 1 0
"2495" 2496 9 4 2007-03-29 "Organic production and labelling of" "*" "Leg" "Agriculture" "RCV" "+" "364" 293 9 "2007-03-01" 0 0 1 1 0 0
"2496" 2497 9 5 2007-03-29 "Organic production and labelling of" "*" "Leg" "Agriculture" "RCV" "-" "238" 387 36 "2007-03-01" 1 0 0 0 0 1
"2497" 2498 9 6 2007-03-29 "Organic production and labelling of" "*" "Leg" "Agriculture" "RCV" "-" "180" 452 37 "2007-03-01" 0 0 0 1 1 1
"2498" 2499 9 7 2007-03-29 "Organic production and labelling of" "*" "Leg" "Agriculture" "RCV" "+" "392" 234 31 "2007-03-01" 1 0 1 0 1 0
"2499" 2500 9 8 2007-03-29 "Organic production and labelling of" "*" "Leg" "Agriculture" "RCV" "+" "324" 282 50 "2007-03-01" 0 0 1 1 0 0
"2500" 2501 9 9 2007-03-29 "Organic production and labelling of" "*" "Leg" "Agriculture" "RCV" "-" "174" 410 73 "2007-03-01" 0 0 0 1 1 1
"2501" 2502 9 10 2007-03-29 "Organic production and labelling of" "*" "Leg" "Agriculture" "RCV" "-" "260" 378 20 "2007-03-01" 1 0 0 0 0 1
"2502" 2503 9 11 2007-03-29 "Organic production and labelling of" "*" "Leg" "Agriculture" "RCV" "+" "314" 301 35 "2007-03-01" 0 0 1 1 0 0
"2503" 2504 9 12 2007-03-29 "Organic production and labelling of" "*" "Leg" "Agriculture" "RCV" "-" "299" 322 29 "2007-03-01" 0 0 1 1 0 0
"2504" 2505 9 13 2007-03-29 "Organic production and labelling of" "*" "Leg" "Agriculture" "RCV" "-" "173" 419 61 "2007-03-01" 0 0 0 1 1 1
"2505" 2506 9 14 2007-03-29 "Organic production and labelling of" "*" "Leg" "Agriculture" "RCV" "-" "158" 466 41 "2007-03-01" 0 0 0 1 1 1
"2506" 2507 9 15 2007-03-29 "Organic production and labelling of" "*" "Leg" "Agriculture" "RCV" "+" "393" 219 54 "2007-03-01" 1 0 1 0 1 0
"2507" 2508 9 16 2007-03-29 "Organic production and labelling of" "*" "Leg" "Agriculture" "RCV" "+" "410" 215 39 "2007-03-01" 1 0 1 0 1 0
"2508" 2509 9 1 2007-03-29 "The future of Kosovo and the role o" "" "Non" "Foreign & security policy" "RCV" "+" "319" 268 66 "2007-03-01" 1 1 0 1 0 0
"2509" 2510 9 2 2007-03-29 "The future of Kosovo and the role o" "" "Non" "Foreign & security policy" "RCV" "+" "495" 23 135 "2007-03-01" 1 1 1 1 1 1
"2510" 2511 9 3 2007-03-29 "The future of Kosovo and the role o" "" "Non" "Foreign & security policy" "RCV" "+" "495" 134 23 "2007-03-01" 1 1 1 1 1 1
"2511" 2512 9 4 2007-03-29 "The future of Kosovo and the role o" "" "Non" "Foreign & security policy" "RCV" "+" "490" 80 87 "2007-03-01" 1 1 1 1 1 1
"2512" 2513 9 1 2007-03-29 "The future of the European Union's " "" "Non" "Budget" "RCV" "-" "207" 432 10 "2007-03-01" 1 0 0 0 0 1
"2513" 2514 9 2 2007-03-29 "The future of the European Union's " "" "Non" "Budget" "RCV" "-" "181" 464 11 "2007-03-01" 1 0 0 0 0 1
"2514" 2515 9 3 2007-03-29 "The future of the European Union's " "" "Non" "Budget" "RCV" "+" "530" 109 13 "2007-03-01" 1 1 1 1 1 1
"2515" 2516 9 4 2007-03-29 "The future of the European Union's " "" "Non" "Budget" "RCV" "+" "365" 269 15 "2007-03-01" 1 1 0 1 0 0
"2516" 2517 9 5 2007-03-29 "The future of the European Union's " "" "Non" "Budget" "RCV" "-" "181" 438 22 "2007-03-01" 1 0 0 0 0 1
"2517" 2518 9 6 2007-03-29 "The future of the European Union's " "" "Non" "Budget" "RCV" "-" "98" 509 42 "2007-03-01" 0 0 0 1 1 1
"2518" 2519 9 7 2007-03-29 "The future of the European Union's " "" "Non" "Budget" "RCV" "+" "569" 58 12 "2007-03-01" 1 1 1 1 1 1
"2519" 2520 9 8 2007-03-29 "The future of the European Union's " "" "Non" "Budget" "RCV" "+" "398" 210 31 "2007-03-01" 1 0 1 0 1 0
"2520" 2521 9 9 2007-03-29 "The future of the European Union's " "" "Non" "Budget" "RCV" "-" "300" 318 24 "2007-03-01" 1 0 1 0 1 0
"2521" 2522 9 10 2007-03-29 "The future of the European Union's " "" "Non" "Budget" "RCV" "+" "509" 114 15 "2007-03-01" 1 1 1 1 1 1
"2522" 2523 9 11 2007-03-29 "The future of the European Union's " "" "Non" "Budget" "RCV" "-" "157" 444 37 "2007-03-01" 0 0 0 1 1 1
"2523" 2524 9 12 2007-03-29 "The future of the European Union's " "" "Non" "Budget" "RCV" "+" "536" 99 15 "2007-03-01" 1 1 1 1 1 1
"2524" 2525 9 13 2007-03-29 "The future of the European Union's " "" "Non" "Budget" "RCV" "-" "149" 474 17 "2007-03-01" 1 0 0 0 0 1
"2525" 2526 9 14 2007-03-29 "The future of the European Union's " "" "Non" "Budget" "RCV" "+" "458" 117 61 "2007-03-01" 1 1 1 1 1 1
"2526" 2527 9 1 2007-03-29 "2008 budget guidelines" "" "Bud" "Budget" "RCV" "+" "564" 46 10 "2007-03-01" 1 1 1 1 1 1
"2527" 2528 9 2 2007-03-29 "2008 budget guidelines" "" "Bud" "Budget" "RCV" "-" "242" 369 13 "2007-03-01" 1 0 0 0 0 1
"2528" 2529 9 1 2007-03-29 "Future of Professional Football in " "" "Non" "Culture & education" "RCV" "+" "436" 158 7 "2007-03-01" 1 1 0 1 0 0
"2529" 2530 9 2 2007-03-29 "Future of Professional Football in " "" "Non" "Culture & education" "RCV" "-" "220" 355 15 "2007-03-01" 0 0 1 1 0 0
"2530" 2531 9 3 2007-03-29 "Future of Professional Football in " "" "Non" "Culture & education" "RCV" "+" "534" 30 23 "2007-03-01" 1 1 1 1 1 1
"2531" 2532 9 4 2007-03-29 "Future of Professional Football in " "" "Non" "Culture & education" "RCV" "+" "527" 31 22 "2007-03-01" 1 1 1 1 1 1
"2532" 2533 9 5 2007-03-29 "Future of Professional Football in " "" "Non" "Culture & education" "RCV" "+" "538" 30 19 "2007-03-01" 1 1 1 1 1 1
"2533" 2534 9 6 2007-03-29 "Future of Professional Football in " "" "Non" "Culture & education" "RCV" "-" "100" 471 11 "2007-03-01" 0 0 0 1 1 1
"2534" 2535 9 7 2007-03-29 "Future of Professional Football in " "" "Non" "Culture & education" "RCV" "+" "308" 263 7 "2007-03-01" 1 1 0 1 0 0
"2535" 2536 9 8 2007-03-29 "Future of Professional Football in " "" "Non" "Culture & education" "RCV" "+" "483" 81 11 "2007-03-01" 1 1 1 1 1 1
"2536" 2537 9 9 2007-03-29 "Future of Professional Football in " "" "Non" "Culture & education" "RCV" "+" "430" 126 11 "2007-03-01" 1 1 1 1 1 1
"2537" 2538 9 10 2007-03-29 "Future of Professional Football in " "" "Non" "Culture & education" "RCV" "+" "315" 229 27 "2007-03-01" 1 1 0 1 0 0
"2538" 2539 9 11 2007-03-29 "Future of Professional Football in " "" "Non" "Culture & education" "RCV" "-" "223" 329 6 "2007-03-01" 1 0 0 0 0 1
"2539" 2540 10 1 2007-04-24 "EC-Malaysia Agreement on certain as" "*" "Leg" "Transport & tourism" "RCV" "+" "518" 7 19 "2007-03-01" 1 1 1 1 1 1
"2540" 2541 10 1 2007-04-24 "Request for waiver of the immunity " "" "Non" "Juridical affairs" "RCV" "+" "584" 9 38 "2007-03-01" 1 1 1 1 1 1
"2541" 2542 10 1 2007-04-24 "2005 discharge: Section VI " "*" "Leg" "Budgetary control" "RCV" "+" "580" 50 23 "2007-03-01" 1 1 1 1 1 1
"2542" 2543 10 1 2007-04-24 "2005 discharge: European Maritime S" "" "Non" "Budgetary control" "RCV" "+" "587" 49 22 "2007-03-01" 1 1 1 1 1 1
"2543" 2544 10 1 2007-04-24 "2005 discharge: European Food Safet" "" "Non" "Budgetary control" "RCV" "+" "604" 23 50 "2007-03-01" 1 1 1 1 1 1
"2544" 2545 10 1 2007-04-24 "Quota system in relation to the pro" "*" "Leg" "Agriculture" "RCV" "+" "586" 74 20 "2007-03-01" 1 1 1 1 1 1
"2545" 2546 10 1 2007-04-24 "Future enlargements and cohesion " "" "Non" "Regional development" "RCV" "-" "210" 453 18 "2007-03-01" 1 0 0 0 0 1
"2546" 2547 10 2 2007-04-24 "Future enlargements and cohesion " "" "Non" "Regional development" "RCV" "-" "74" 599 8 "2007-03-01" 0 0 0 1 1 1
"2547" 2548 10 3 2007-04-24 "Future enlargements and cohesion " "" "Non" "Regional development" "RCV" "-" "188" 477 13 "2007-03-01" 1 0 0 0 0 1
"2548" 2549 10 4 2007-04-24 "Future enlargements and cohesion " "" "Non" "Regional development" "RCV" "+" "511" 138 24 "2007-03-01" 1 1 1 1 1 1
"2549" 2550 10 5 2007-04-24 "Future enlargements and cohesion " "" "Non" "Regional development" "RCV" "+" "382" 277 21 "2007-03-01" 1 1 0 1 0 0
"2550" 2551 10 6 2007-04-24 "Future enlargements and cohesion " "" "Non" "Regional development" "RCV" "-" "170" 496 15 "2007-03-01" 1 0 0 0 0 1
"2551" 2552 10 7 2007-04-24 "Future enlargements and cohesion " "" "Non" "Regional development" "RCV" "-" "111" 552 22 "2007-03-01" 0 0 0 1 1 1
"2552" 2553 10 8 2007-04-24 "Future enlargements and cohesion " "" "Non" "Regional development" "RCV" "-" "69" 597 21 "2007-03-01" 0 0 0 1 1 1
"2553" 2554 10 9 2007-04-24 "Future enlargements and cohesion " "" "Non" "Regional development" "RCV" "-" "108" 563 14 "2007-03-01" 0 0 0 1 1 1
